تاريخ البيع,إسم المنتج,صنف المنتج,المدينة,السعر (رس),الكمية المباعة,السعر الإجمالي (رس)
2023-09-15,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الدمام,464.72,2,4930.0199999999995
2023-09-16,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,جدة,224.27,8,15983.5
2023-09-19,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,جدة,107.5,42,6487.37
2023-09-15,بكج توزيعات نحلم ونحقق,هدايا,جدة,217.54,31,9473.43
2023-09-20,دقلة اليوم الوطني,ملابس,الرياض,52.44,77,24295.949999999997
2023-09-15,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,خميس مشيط,104.43,18,16739.440000000002
2023-09-15,كاب بهوية اليوم الوطني 93 - قبعة,هدايا,الدمام,220.0,13,3985.2000000000003
2023-09-17,بشت اليوم الوطني,ملابس,الدمام,187.64,59,3894.43
2023-09-17,بشت اليوم الوطني,ملابس,خميس مشيط,100.25,48,5443.92
2023-09-17,بشت اليوم الوطني مع اضافه الاسم,ملابس,خميس مشيط,224.52,14,18559.77
2023-09-22,دقله اليوم الوطني السعودي 93,ملابس,خميس مشيط,235.31,44,4864.2
2023-09-21,تيشرت نحلم ونحقق,ملابس,خميس مشيط,293.77,28,5292.56
2023-09-19,فستان اليوم الوطني السعودي 93,ملابس,خميس مشيط,292.27,98,35711.16
2023-09-18,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,175.05,56,4212.77
2023-09-17,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,الدمام,352.15,65,5428.54
2023-09-18,سديري الهوية الوطنية,ملابس,خميس مشيط,441.23,85,6070.799999999999
2023-09-22,دقلة اليوم الوطني,ملابس,الدمام,239.21,17,11548.939999999999
2023-09-17,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,خميس مشيط,370.01,30,2956.7999999999997
2023-09-21,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,خميس مشيط,332.6,93,11401.279999999999
2023-09-16,بروش علم السعودية - ( معدن ),هدايا,جدة,94.81,66,23365.16
2023-09-16,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,خميس مشيط,224.7,68,6984.0
2023-09-18,بشت اليوم الوطني بالاسم,ملابس,الرياض,147.57,72,13261.66
2023-09-20,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الدمام,348.84,38,5664.21
2023-09-15,دقلة اليوم الوطني (اسود),ملابس,خميس مشيط,343.45,89,18153.74
2023-09-16,شال نسائي اليوم الوطني,ملابس,الرياض,139.63,30,1436.8000000000002
2023-09-17,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الدمام,171.49,79,240.92
2023-09-16,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,353.88,56,28151.640000000003
2023-09-15,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,خميس مشيط,61.87,96,431.64
2023-09-17,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,الرياض,243.87,47,16915.34
2023-09-20,بروش علم السعودية - ( معدن ),هدايا,الرياض,322.53,42,3090.2
2023-09-20,عقال رجالي مقصب,ملابس,خميس مشيط,251.49,70,15738.24
2023-09-19,بشت اليوم الوطني مع اضافه الاسم,ملابس,الرياض,75.55,8,24286.5
2023-09-21,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الدمام,51.12,67,42177.1
2023-09-15,سديري اليوم الوطني بالاسم,ملابس,خميس مشيط,480.65,18,14288.4
2023-09-20,سديري الهوية الوطنية,ملابس,خميس مشيط,189.78,17,23635.4
2023-09-16,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,جدة,448.4,86,13229.060000000001
2023-09-19,بشت اليوم الوطني,ملابس,الدمام,219.2,47,30833.22
2023-09-21,بشت اليوم الوطني مزخرف,ملابس,الدمام,482.43,3,4578.08
2023-09-15,بروش سيفين ونخلة - ( معدن ),هدايا,جدة,303.18,36,3266.64
2023-09-22,دقلة اليوم الوطني (اسود),ملابس,الرياض,143.5,70,8886.8
2023-09-19,دقلة اليوم الوطني,ملابس,خميس مشيط,158.92,43,12329.1
2023-09-22,مجموعة 6 بوكسات,هدايا,خميس مشيط,353.97,18,13009.26
2023-09-15,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الدمام,203.61,32,15571.23
2023-09-20,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,جدة,71.13,100,9035.0
2023-09-17,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الدمام,414.65,62,15753.010000000002
2023-09-17,سديري ولادي اليوم الوطني 93,ملابس,الدمام,204.26,89,25320.8
2023-09-17,لوقو اكريليك دائري لليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الدمام,61.7,28,18771.0
2023-09-22,جاكيت اطفال اليوم الوطني,ملابس,الرياض,363.91,4,9056.0
2023-09-21,بروش سيفين ونخلة - ( معدن ),هدايا,جدة,137.15,7,10034.849999999999
2023-09-18,بشت اليوم الوطني,ملابس,خميس مشيط,84.64,24,14518.289999999999
2023-09-15,دقله اليوم الوطني السعودي 93,ملابس,الدمام,190.97,26,10135.64
2023-09-17,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,الدمام,215.99,45,26931.839999999997
2023-09-22,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,خميس مشيط,140.54,40,3143.03
2023-09-17,سديري الهوية الوطنية,ملابس,جدة,172.73,69,11144.0
2023-09-22,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,جدة,133.43,70,838.95
2023-09-19,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,جدة,475.55,41,11298.04
2023-09-15,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,جدة,498.6,9,6231.9
2023-09-22,بروش علم السعودية - ( معدن ),هدايا,الدمام,114.63,39,32841.44
2023-09-17,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الرياض,245.53,38,5182.43
2023-09-18,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,الرياض,309.39,4,352.02
2023-09-19,سديري الهوية الوطنية,ملابس,الرياض,91.55,83,3544.56
2023-09-16,سديري اليوم الوطني بالاسم,ملابس,خميس مشيط,118.49,35,4813.7
2023-09-16,سديري اليوم الوطني بالاسم,ملابس,جدة,139.02,15,8892.1
2023-09-19,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,خميس مشيط,50.02,1,12326.19
2023-09-16,بروش علم السعودية - ( معدن ),هدايا,الدمام,332.45,83,4639.5
2023-09-21,تيشرت نحلم ونحقق,ملابس,خميس مشيط,377.56,1,15184.8
2023-09-21,تيشرت خارطة المملكة مع اسم المنطقة,ملابس,خميس مشيط,414.67,14,1987.44
2023-09-16,لوقو اكريليك شعار اليوم الوطني93 (درزن عدد 12 قطعة),هدايا,الرياض,271.27,71,2057.52
2023-09-16,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,خميس مشيط,72.91,68,20783.04
2023-09-22,زينة اليوم الوطني السعودي 93 - نحلم ونحقق,هدايا,جدة,295.9,44,3001.25
2023-09-19,بوكس مفأجات اليوم الوطني نحلم ونحقق,هدايا,جدة,397.9,82,16599.55
2023-09-15,ستيكرات لاصقة (عدد 40)  شعار اليوم الوطني 93,هدايا,الدمام,209.24,13,11924.84
2023-09-19,شال اليوم الوطني (هيا لنا دار),ملابس,الدمام,276.98,4,29053.91
2023-09-19,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,195.12,13,34950.94
2023-09-19,تيشرت نحلم ونحقق,ملابس,خميس مشيط,409.97,63,12923.64
2023-09-16,بروش علم السعودية - ( معدن ),هدايا,الدمام,441.02,58,5184.0
2023-09-19,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,357.25,64,18482.26
2023-09-17,شال نسائي اليوم الوطني,ملابس,جدة,331.82,29,18028.92
2023-09-19,بالونات اليوم الوطني 93 - 6 بالون منوع,هدايا,الرياض,319.68,51,16220.820000000002
2023-09-21,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الدمام,78.24,1,11022.12
2023-09-18,سديري الهوية الوطنية,ملابس,الرياض,454.37,89,39673.92
2023-09-19,تيشرت مع تنوره اليوم الوطني السعودي 93,ملابس,جدة,90.88,53,7683.09
2023-09-20,مجموعة 12 كرت حامل,هدايا,الرياض,159.17,99,34360.42
2023-09-19,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,خميس مشيط,68.98,83,10972.2
2023-09-22,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,259.08,82,18078.0
2023-09-21,سديري الهوية الوطنية,ملابس,الدمام,82.13,28,13977.000000000002
2023-09-19,تيشرت نحلم ونحقق,ملابس,جدة,123.06,9,1030.68
2023-09-20,سديري الهوية الوطنية,ملابس,خميس مشيط,217.69,46,26143.620000000003
2023-09-16,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,خميس مشيط,489.99,96,176.58
2023-09-20,دقلة اليوم الوطني,ملابس,الرياض,411.97,10,15281.28
2023-09-15,بشت اليوم الوطني,ملابس,خميس مشيط,181.8,28,347.27
2023-09-21,توزيعات شنطة الأناقة,هدايا,خميس مشيط,476.75,19,13982.93
2023-09-22,بشت اليوم الوطني مزخرف,ملابس,جدة,404.48,76,25648.760000000002
2023-09-16,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الرياض,59.73,73,11701.6
2023-09-22,بشت اليوم الوطني,ملابس,الرياض,243.16,14,7408.61
2023-09-17,عقال رجالي مقصب,ملابس,الدمام,282.07,55,4408.96
2023-09-22,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,خميس مشيط,236.54,63,43266.6
2023-09-15,فستان اليوم الوطني السعودي 93,ملابس,جدة,264.75,68,28219.160000000003
2023-09-16,سديري الهوية الوطنية,ملابس,جدة,183.91,67,2325.75
2023-09-22,جاكيت ولادي او بناتي اليوم الوطني 93,ملابس,جدة,486.89,64,4413.54
2023-09-19,سديري ولادي اليوم الوطني 93,ملابس,خميس مشيط,161.19,48,22316.37
2023-09-19,هدية تذكارية بنقش ليزر على الخشب لليوم الوطني (مجموعة 3 قطع),هدايا,خميس مشيط,137.71,42,31764.489999999998
2023-09-19,دقله اليوم الوطني السعودي 93,ملابس,الدمام,216.8,42,32664.24
2023-09-15,بشت اليوم الوطني السعودي 93,ملابس,الدمام,230.23,68,1815.48
2023-09-19,جاكيت اطفال اليوم الوطني,ملابس,الرياض,207.9,90,11487.220000000001
2023-09-16,تيشرت نحلم ونحقق,ملابس,خميس مشيط,184.49,1,16013.199999999999
2023-09-17,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,جدة,90.29,22,39672.03
2023-09-21,سديري الهوية الوطنية,ملابس,جدة,393.48,28,15981.24
2023-09-16,كوب قهوة - جيش التوحيد - اليوم الوطني السعودي,هدايا,الرياض,150.89,77,6067.04
2023-09-19,بروش سيفين ونخلة - ( معدن ),هدايا,خميس مشيط,407.09,82,10011.3
2023-09-22,جاكيت اطفال اليوم الوطني,ملابس,خميس مشيط,196.52,87,15728.970000000001
2023-09-16,جاكيت اطفال اليوم الوطني,ملابس,الرياض,142.91,62,3976.56
2023-09-19,مجموعة 6 اكياس بهوية اليوم الوطني 93 مقاس 13*11*11 سم,هدايا,جدة,494.5,2,17357.13
2023-09-15,كروت حاملة للورد بشعار اليوم الوطني نحلم ونحقق,هدايا,جدة,102.11,62,34611.38
2023-09-17,دقلة اليوم الوطني,ملابس,خميس مشيط,387.51,49,14102.59
2023-09-17,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,جدة,198.66,63,8989.05
2023-09-20,بكج توزيعات نحلم ونحقق,هدايا,جدة,167.01,68,32677.24
2023-09-18,دقلة اليوم الوطني,ملابس,الرياض,475.06,17,10088.31
2023-09-18,بروش علم السعودية - ( معدن ),هدايا,جدة,118.55,99,5353.4800000000005
2023-09-16,بالونات همة حتى القمة مجموعة(5 بالون),هدايا,الدمام,111.61,64,23203.62
2023-09-15,بروش سيفين ونخلة - ( معدن ),هدايا,جدة,248.03,72,24789.600000000002
2023-09-17,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الرياض,243.61,4,41885.5
2023-09-17,بالونات اليوم الوطني 93 - 6 بالون أخضر,هدايا,الدمام,126.64,1,22914.32
2023-09-18,سديري الهوية الوطنية,ملابس,الرياض,297.6,63,24232.56
2023-09-19,بشت اليوم الوطني مزخرف,ملابس,الرياض,142.96,66,3611.36
2023-09-18,بشت اليوم الوطني,ملابس,جدة,445.16,24,9649.5
2023-09-21,بشت اليوم الوطني,ملابس,خميس مشيط,57.06,27,21844.19
2023-09-19,شال اليوم الوطني السعودي 93 - للقمة سائرين ( وشاح قماشي ),ملابس,الدمام,497.77,15,35322.84
2023-09-20,دقلة اليوم الوطني,ملابس,جدة,58.78,30,6755.14
2023-09-19,وشاح أخضر مطبوع بشعار اليوم الوطني93 نحلم ونحقق,ملابس,الرياض,464.9,96,1843.27
2023-09-20,أكياس ميني أبيض بشعار اليوم الوطني93 نحلم ونحقق درزن(مجموعة 12 قطع),هدايا,خميس مشيط,427.21,47,8237.51
2023-09-21,أقفاص حلويات بشعار اليوم الوطني نحلم,هدايا,الرياض,142.53,78,7852.74
